"src","trg","Label","explanation"
"Apalagi keindahan pantainya yang terbentang dari timur hingga barat. Kekayaan laut Indonesia juga didukung dengan banyaknya pulau yang ada.","Keindahan Pantai yang terbentang dari timur hingga barat menjadi kekayaan Indonesia dengan didukung banyaknya pulau.","Sintaksis","kata yang digunakan pada kalimat dirasa kurang tepat."
"Keindahan hutan di Indonesia tidak diragukan lagi karena hamparan hijau pohon-pohonnya membuat setiap pasang mata terhipnotis.","Keindahan hutan di Indonesia tidak diragukan lagi karena rindang hijau pohon-pohonnya membuat setiap pasang mata terhipnotis.","Semantik (diksi)","Kata ""hamparan"" diganti dengan ""rindang"" karena lebih sesuai dalam menggambarkan pohon."
"hutan sudah semakin sedikit dikarenakan ulah manusia yang melakukan penebangan secara liar.","hutan sudah semakin sedikit karena ulah manusia yang melakukan penebangan secara liar.","Morfologi (pembentukan kata)","Kata ""dikarenakan"" diubah menjadi ""karena"" agar lebih efektif."
"Hutan sendiri adalah kawasan yang cukup luas yang wilayah itu ditumbuhi oleh pepohonan yang rindang dan tumbuhan lainnya.","Hutan adalah kawasan yang cukup luas, wilayah itu ditumbuhi oleh pepohonan yang rindang dan tumbuhan lainnya.","Sintaksis (frasa)","Kata ""sendiri"" tidak memiliki fungsi yang jelas sehingga dihilangkan."
"hal ini disebabkan fungsi hutang sendiri adalah sebagai penampung karbon dioksida","hal ini disebabkan fungsi hutan sendiri adalah sebagai penampung karbon dioksida","Fonologi (perubahan fonem)","Kata ""hutang"" diganti dengan ""hutan"" karena kesalahan ketik."
"Hutan juga biasanya terdapat hewan-hewan liar yang bertahan hidup, pelestarian tanah, modulator arus hidrologika.","Di hutan biasanya terdapat hewan-hewan liar yang bertahan hidup, pelestarian","Sintaksis (konjungsi)","Kata ""dan"" ditambahkan untuk memperjelas hubungan antar unsur dalam daftar."
"Di pantai Parangtritis ini kita bisa menyaksikan kerumunan anak-anak bermain pasir.","Di Pantai Parangtritis ini kita bisa menyaksikan kerumunan anak-anak bermain pasir.","Fonologi (penggunaan huruf)","Huruf kapital pada ""Pantai"" diperlukan karena merupakan nama tempat."
"Toraja.Atap Rumah Tongkonan melengkung menyerupai perahu atau tanduk kerbau.Atapnya tersusun dari bambu.","Toraja.Atap Rumah Tongkonan melengkung menyerupai perahu atau tanduk kerbau. Atapnya tersusun dari bambu.","Sintaksis (tanda baca)","Spasi setelah titik ditambahkan agar sesuai dengan kaidah penulisan yang benar."
"Wayang suket sendiri pertama kali dibuat oleh Mbah Gepuk pada tahun 1905.","Wayang suket sendiri pertama kali dibuat oleh Mbah Gepuk pada 1905.","Morfologi (penulisan kata)","Kata ""tahun"" dihilangkan karena angka sudah menunjukkan waktu."
"Konon, rumput ini hanya bisa dipetik saat bulan Sura.","Konon, rumput ini hanya bisa dipetik saat bulan Suro.","Fonologi (perubahan fonem)","Kata ""Sura"" diubah menjadi ""Suro"" agar sesuai dengan ejaan dalam budaya Jawa."
"menjadi alternatif untuk mendidik generasi-generasi bangsa Indonesia.","menjadi alternatif untuk mendidik generasi bangsa Indonesia.","Morfologi (reduplikasi)","Kata ""generasi-generasi"" tidak perlu digandakan karena sudah bersifat jamak."
"Aduh, Indonesia, ya, Anak SMA aja udah membiasakan budaya korupsi,” jawab Dikta cuek.","""Tampaknya, di Indonesia, budaya korupsi telah meresap bahkan di kalangan pelajar SMA,"" jawab Dikta dengan sikap cuek.","Semantik (diksi)","Perbaikan diksi agar lebih formal dan kalimat lebih efektif."
"""Hilih, si Dikta jadi pemateri problem-solving dinamika kelompok, masalah sama Jeffrey aja nggak bisa dia selesaikan,"" celetuk Atuy yang langsung dihadiahi tatapan tajam Dikta sekaligus tendangan di tulang keringnya dari Jeffrey.","""Hmm, Dikta menjadi pemateri dalam menyelesaikan masalah dinamika kelompok, tetapi sepertinya dia kesulitan menyelesaikan masalah dengan Jeffrey,"" celetuk Atuy yang langsung mendapat tatapan tajam dari Dikta, disertai tendangan di tulang keringnya dari Jeffrey.","Semantik (pengaruh bahasa asing), sintaksis (kalimat)","Kata ""problem-solving"" diganti dengan bahasa Indonesia yang lebih sesuai, serta perbaikan struktur kalimat."
"""Atuy bego, hahaha.""","""Atuy, lucu sekali, hahaha.""","Semantik (diksi)","Kata ""bego"" diganti dengan ungkapan yang lebih sopan."
"""Jeff, gue tau bego, tuh, gratis. Tapi bisa gak, sih, jangan lo borong semua sampe gak ketolong lagi,"" Dikta mengumpat dengan nada lelah.","""Jeff, saya tahu itu gratis. Tapi bisakah kamu tidak borong semuanya sampai tidak bisa membantu lagi?"" Dikta mengeluh dengan nada lelah.","Semantik (idiomatik) dan Sintaksis (frasa)","Penggunaan bahasa lebih formal dan penghapusan unsur tidak baku seperti ""gak ketolong lagi""."
"""Kalau mau anter gue, ayo. Keburu telat kalau banyak ngobrol gini."" ""Lebay banget, setengah tujuh aja belum ada juga.""","""Jika kamu ingin mengantar saya, ayo. Kita mungkin akan terlambat jika terlalu banyak ngobrol seperti ini."" ""Ini terlalu berlebihan, setengah tujuh pun belum tiba.""","Semantik (diksi), Sintaksis (kalimat)","Pada kalimat asli, penggunaan kata informal seperti ""gue,"" ""anter,"" ""keburu,"" ""aja,"" dan ""lebay"" adalah bentuk-bentuk tidak baku yang digunakan dalam bahasa sehari-hari. Kalimat asli memiliki struktur yang kurang formal, misalnya frasa ""Keburu telat kalau banyak ngobrol gini,"" yang terdengar terlalu singkat dan tidak sesuai untuk konteks formal atau semi-formal. Kalimat asli menggunakan kata-kata seperti ""lebay banget"" yang mengandung makna tidak formal dan berlebihan secara emosional.  "
"Kamu kok ndak makan?","Kenapa kamu tidak makan?","Semantik (diksi)","Kata ""kok"" tidak tepat sehingga lebih baik menggunakan ""kenapa"" agar lebih baku. Kata ""ndak"" diganti dengan ""tidak"" sesuai dengan bahasa baku."
"Memangnya makanan kamu dulu di Jakarta apa? ","Apa makanan kamu dulu di Jakarta?","Sintaksis (urutan kata)","Urutan kata dalam kalimat tidak sesuai dengan struktur bahasa Indonesia yang benar. Kata ""apa"" lebih baik diletakkan di awal."
"Adonan roti diambil","Rasulullah mengambil adonan roti","Sintaksis (kalimat pasif)","Kalimat ini tidak memiliki subjek yang jelas. Seharusnya menggunakan bentuk aktif untuk kejelasan."
"Sudah dikasih obat","Saya telah memberikan obat","Sintaksis (kalimat aktif)","Kalimat ini menggunakan bentuk pasif tanpa menyebutkan subjek. Bentuk aktif lebih jelas dan informatif."
"Kayaknya sekarang, ini jadi makanan favorit gue.","Sepertinya sekarang, ini jadi makanan favorit gue.","Semantik (diksi)","""Kayaknya"" adalah bentuk tidak baku. Kata yang lebih sesuai adalah ""Sepertinya""."
"Alhamdulillah sudah mendingan.","Alhamdulillah sudah membaik.","Semantik (diksi)","Kata ""mendingan"" tidak baku, lebih baik menggunakan ""membaik""."
"Gimana kondisinya tokek?","Bagaimana kondisinya tokek?","Semantik (diksi)","Kata ""gimana"" adalah bentuk informal dari ""bagaimana."""
"Selalu pakai kisah jaman purba.","Selalu memakai kisah jaman purba.","Morfologi (pembentukan kata)","Kata ""pakai"" seharusnya diganti dengan ""memakai"" agar sesuai dengan struktur kata kerja dalam bahasa Indonesia."
"Jadi makanan favorit gue.","Menjadi makanan favorit gue.","Sintaksis (frasa)","Kata ""jadi"" lebih sesuai jika diganti dengan ""menjadi"" agar lebih baku dan sesuai dengan struktur kalimat."
"So you think lebih enak tempe?","Jadi menurut kamu lebih enak tempe?","Semantik (diksi)","Penggunaan frasa ""So you think"" merupakan campuran bahasa Inggris yang seharusnya diganti dengan ""Jadi menurut kamu"" agar sesuai dengan struktur bahasa Indonesia."
"Gue gak suka semua makanan yang ada disini.","Aku kurang suka dengan makanan yang ada disini.","Semantik (diksi)","""Gak"" seharusnya ""tidak"" dalam bahasa baku. Kata ""di sini"" harus dipisah sesuai kaidah penulisan bahasa Indonesia."
"Kamu ndak suka tempe?","Kamu tidak suka tempe?","Semantik (diksi)","Penggunaan kata ""ndak"" adalah bentuk tidak baku dari ""tidak."""
"Hari ini saya gak TPA karna tanggal merah","Hari ini saya gak TPA karena tanggal merah","Semantik (diksi), fonologi (penghilangan fonem)","Kesalahan terjadi pada penulisan ""karna"" yang seharusnya ""karena"". Fonem vokal /e/ mengalami penghilangan dalam bentuk tidak baku ""karna"". Kata ""karena"" digunakan sebagai konjungsi sebab atau alasan."
"Saya baru tau kalau saudara saya datang kemarin saat saya sedang tidur.","Saya baru tahu kalau saudara saya datang kemarin saat saya sedang tidur.","Fonologi (penggunaan huruf)","""Tau"" adalah bentuk tidak baku, seharusnya ""tahu""."
"Setelah itu saya mandi dan ganti baju yg dingin karena cuacanya sedang panas.","Setelah itu saya mandi dan ganti baju yang dingin karena cuacanya sedang panas.","Morfologi (penulisan kata), Fonologi (penghilangan fonem)","Kesalahan terjadi pada penulisan ""yg"" yang seharusnya ""yang"". Fonem vokal /a/ dan konsonan /n/ mengalami penghilangan dalam bentuk tidak baku ""yg""."
"Lalu adzan pun tiba dan saya pun shalat maghrib bersama teman-teman saya","Lalu azan pun tiba dan saya pun salat magrib bersama teman-teman saya","Fonologi (penggunaan huruf)","Kata ""adzan"" diubah menjadi ""azan"", ""shalat"" menjadi ""salat"", dan ""maghrib"" menjadi ""magrib"" sesuai dengan Pedoman Umum Ejaan Bahasa Indonesia (PUEBI)."
",,,","","",""
"Hari ini saya gak TPA karna tanggal merah.","Hari ini saya gak TPA karena tanggal merah","",""
",Fonologi (penggunaan huruf),Kata """"karna"""" diubah menjadi """"karena"""" sesuai ejaan baku.""","","",""
"Saya baru tau kalau saudara saya datang kemarin saat saya sedang tidur.","Saya baru tahu kalau saudara saya datang kemarin saat saya sedang tidur.","Fonologi (penggunaan huruf)","Kata ""tau"" diubah menjadi ""tahu"" karena bentuk bakunya adalah ""tahu""."
"Setelah itu saya mandi dan ganti baju yg dingin karena cuacanya sedang panas.","Setelah itu saya mandi dan ganti baju yang dingin karena cuacanya sedang panas.","Morfologi (penulisan kata)","Singkatan ""yg"" diubah menjadi ""yang"" agar sesuai dengan ejaan baku."
",,,","","",""
"Setelah pulang shalat saya pergi ke tempat ngaji bersama teman saya","","",""
",Setelah pulang salat saya pergi ke tempat ngaji bersama teman saya","","",""
",Fonologi (penggunaan huruf),Kata """"shalat"""" diubah menjadi """"salat"""" sesuai PUEBI.""","","",""
"Setelah itu saya merapihkan tempat tidur, membersihkan rumah, mencuci piring, meyapu, mengepel, dan mengelap.","Setelah itu saya merapikan tempat tidur, membersihkan rumah, mencuci piring, meyapu, mengepel, dan mengelap.","Morfologi (afiksasi)","Kata ""merapihkan"" diubah menjadi ""merapikan"" karena kata dasar ""rapi"" tidak memerlukan sufiks ""-hkan""."
"Saya membantu orang tua saya dengan membersih kan kamar, menyapu laitai, dan menyiapkan sarapan pagi.","","",""
",Saya membantu orang tua saya dengan membersih kan kamar"," menyapu lantai"," dan menyiapkan sarapan pagi.",""
",Morfologi (afiksasi)"," fonologi (penggunaan huruf) ""","Kata ""membersih kan"" diubah menjadi ""membersihkan"", serta kata ""laitai"" diperbaiki menjadi ""lantai"".",""
"Jam 15.00 saya bangun tidur siang dan membantu mama saya mencuci piring Dan menyapu laitai","","",""
",Jam 15.00 saya bangun tidur siang dan membantu mama saya mencuci piring dan menyapu lantai","","",""
",Sintaksis (tanda baca)"," fonologi (penggunaan huruf)""","Huruf kapital pada ""Dan"" tidak diperlukan, dan kata ""laitai"" diubah menjadi ""lantai"" sesuai ejaan baku.",""
"Jam 17.00 setelah bermain saya pergi mandi, dan ganti baju.","","",""
",Jam 17.00 setelah bermain saya pergi mandi"," dan berganti baju.""","Morfologi (afiksasi)","Kata ""ganti"" diubah menjadi ""berganti"" agar sesuai dengan pola pembentukan kata yang benar."
"Setelah saya sepedahan saya beli cemilan untuk di rumah bersama saudaraku.","Setelah saya bersepeda saya beli cemilan untuk di rumah bersama saudaraku.","Morfologi (pembentukan kata)","Kata ""sepedahan"" tidak baku, seharusnya ""bersepeda"". Kata ""cemilan"" juga diubah menjadi ""camilan"" sesuai ejaan baku."
"Semenjak pandemi saya dan teman-teman tidak di perbolehkan masuk sekolah untuk sementara waktu.","Semenjak pandemi saya dan teman-teman tidak diperbolehkan masuk sekolah untuk sementara waktu.","Morfologi (afiksasi)","Kata ""di perbolehkan"" diubah menjadi ""diperbolehkan"" karena sebagai kata kerja pasif harus ditulis serangkai."
"Saya makan siang lalu membantu orang tua, seperti menyapu halaman, mencuci piring.","","",""
",Saya makan siang lalu membantu orang tua"," seperti menyapu halaman dan mencuci piring.""","Sintaksis (konjungsi)","Konjungsi ""dan"" diperlukan untuk menghubungkan dua aktivitas dalam daftar agar lebih jelas."
"Setelah pulang ngaji saya bermain, saya bermain dan saya pun bermain sebentar lalu pulang tidur.","Setelah pulang mengaji saya bermain. Saya bermain sebentar lalu pulang dan tidur.","Sintaksis (kalimat dan frasa)","Kata ""ngaji"" diubah menjadi ""mengaji"" agar lebih formal, dan pengulangan ""saya bermain"" diperbaiki agar lebih efektif."
"Saya bangun tidur jam 06.00 pagi, lalu saya berdoa, lalu saya olahraga/ jalan santai pada pagi hari.","Saya bangun pukul 06.00 pagi lalu berdoa. Setiap pagi saya olahraga atau jalan santai.","Sintaksis (urutan kata), fonologi (penggunaan huruf)","Kata ""jam"" diubah menjadi ""pukul"" untuk menyatakan waktu secara baku, dan struktur kalimat diperbaiki agar lebih efektif."
"dan akhirnya pemerintah memutuskan untuk belajar dari rumah melalui group Whatsapp.","Akhirnya pemerintah memutuskan untuk belajar dari rumah melalui grup Whatsapp.","Semantik (pengaruh bahasa asing), morfologi (penulisan kata)","Kata ""group"" diubah menjadi ""grup"" karena berasal dari serapan bahasa Indonesia, serta ""Whatsapp"" menjadi ""WhatsApp"" sesuai penulisan resmi."
"Pukul 07.30 saya mulai bersiap untuk belajar online dan rumah.","Pukul 07.30 saya mulai bersiap untuk belajar online dari rumah.","Sintaksis (preposisi)","Frasa ""dan rumah"" tidak sesuai, sehingga diperbaiki menjadi ""dari rumah"" agar kalimat lebih jelas."
"Saya bersekolah di SDN Taman dan saya duduk di kelas 5.","Saya bersekolah di SDN Taman dan duduk di kelas 5.","Sintaksis (kalimat)","Kata ""saya"" setelah konjungsi ""dan"" dihilangkan untuk menghindari pengulangan yang tidak perlu."
"Jam 16.00 saya bermain bersama teman-teman, saya bermain petak umpet.","Pukul 16.00 saya bermain petak umpet bersama teman-teman.","Morfologi (penulisan kata), sintaksis (urutan kata)","Kata ""Jam"" diperbaiki menjadi ""Pukul"" sesuai kaidah bahasa Indonesia. Frasa ""saya bermain bersama teman-teman, saya bermain petak umpet"" diubah agar lebih efektif."
"Kegiatan saya dirumah saat ini daring online, membantu pekerjaan orang Tua di rumah, seperti menyapu lantai,  mencuci  piring, memasak.","Kegiatan saya di rumah saat ini daring, membantu pekerjaan orang tua di rumah, seperti menyapu lantai, mencuci piring, memasak.","Morfologi (penulisan kata), semantik (pleonasme)","Kata ""dirumah"" diperbaiki menjadi ""di rumah"". Kata ""online"" dihilangkan karena sudah ada ""daring"" (redundansi). Kata ""orang Tua"" diperbaiki menjadi ""orang tua"" sesuai KBBI."
"Saya setiap pagi memasak nasi goreng untuk sarapan bersama, dan di rumah juga tidak lupa melaksanakan sholat lima waktu, dan pada malam hari saya menyiapkan bahan pelajaran untuk esok hari.","Saya setiap pagi memasak nasi goreng untuk sarapan bersama. Tidak lupa saya melaksanakan salat lima waktu dan pada malam harinya menyiapkan bahan pelajaran untuk esok hari.","Morfologi (penulisan kata), sintaksis (kalimat)","Kata ""sholat"" diperbaiki menjadi ""salat"" sesuai KBBI. Kalimat pertama dipisah agar lebih efektif dan tidak terlalu panjang."
"Setelah saya sarapan, saya melanjutkan mengerjakan soal ulangan dari sekolah, setelah itu saya bermain sebentar dan saya pulang, saya mandi dan mengganti baju yang dingin.","Setelah saya sarapan, saya melanjutkan mengerjakan soal ulangan dari sekolah, setelah itu saya bermain sebentar dan saya pulang, saya mandi dan mengganti baju yang basah.","Semantik","Kesalahan berbahasa pada data tersebut merupakan kesalahan penggunaan kata yang berkaitan dengan semantik atau makna yang tidak tepat. Penggunaan kata benda baju tidak tepat maknanya jika disandingkan dengan kata sifat dingin karena kata dingin bermakna lebih rendah dari suhu tubuh manusia."
"Kegiatan saya dirumah saat ini daring online, membantu pekerjaan orang Tua di rumah, seperti menyapu  lantai,  mencuci  piring, memasak.","Kegiatan saya di rumah saat ini daring, membantu pekerjaan orang tua di rumah, seperti menyapu lantai, mencuci piring, memasak.","Semantik","Kesalahan berbahasa pada data tersebut merupakan kesalahan penggunaan kata yang yang memiliki kesamaan makna, yaitu kata ‘daring’ dan ‘online’. Seharusnya bisa memilih salah satu saja karena makna kedua kata benda tersebut sama, yaitu menyatakan terhubung melalui jejaring komputer, internet, dan sebagainya."
"PaDa Pagi hari Jam 07.30 saya bangun dan memakai seragam sekolah dan mengambil HP dan daring.","Pada pagi hari jam 07.30 saya bangun dan memakai seragam sekolah dan mengambil HP dan daring.","Ejaan","Penulisan huruf kapital pada kata ‘PaDa’, ‘Pagi’, dan ‘Jam’ tidak sesuai dengan kaidah bahasa Indonesia. Kalimat di atas dapat diperbaiki dengan mengubah kata yang memiliki kesalahan dalam ejaan tersebut menjadi ‘pada’, ‘pagi’, dan ‘jam’."
"Hari ini saya gak tpa karna tanggal merah.","Hari ini saya gak TPA karna tanggal merah.","Ejaan","Penulisan kata ‘tpa’ seharusnya ditulis dengan huruf kapital ‘TPA’ karena menunjukkan singkatan dari Tempat Pembelajaran Al-Qur’an."
